Ano,Mês,Processo,AnoDoProcesso,Tipo_PF_PJ,CPF_CNPJ,Substância,UF,CodigoMunicipio,Município,QuantidadeComercializada,UnidadeDeMedida,ValorRecolhido,DataCriacao
2013,10,803300.0,2007.0,PJ,00841691000156,GRANITO,PI,2204303,FRONTEIRAS,"9,69",m3 ,"154,61",2013-10-31 12:27:00
2013,10,803087.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"98,31",m3 ,"232,12",2013-10-28 08:35:00
2013,10,803085.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"98,31",m3 ,"232,12",2013-10-28 08:32:00
2013,10,803083.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"98,31",m3 ,"232,12",2013-10-28 08:29:00
2013,10,803083.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"115,34",m3 ,"274,06",2013-10-25 08:26:00
2013,10,803085.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"115,34",m3 ,"274,06",2013-10-25 08:37:00
2013,10,803087.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"115,34",m3 ,"274,06",2013-10-25 08:32:00
2013,10,803490.0,2010.0,PJ,03382893000175,ARGILA,PI,2206209,MIGUEL ALVES,"2126,52",t  ,"321,73",2013-10-18 07:05:00
2013,10,803344.0,2006.0,PJ,04211221000160,ARDÓSIA,PI,2202604,CASTELO DO PIAUÍ,"6,34",m2 ,317,2013-10-09 10:06:00
2013,10,803180.0,2002.0,PJ,05454846000115,DIABÁSIO,PI,2203909,FLORIANO,"3972,55",m3 ,"13361,4",2013-10-23 19:02:00
2013,10,803012.0,2009.0,PJ,06062714000100,SAIBRO,PI,2211001,TERESINA,2799,m3 ,"223,92",2013-10-03 09:34:00
2013,10,803282.0,2010.0,PJ,06853527000145,ARGILA,PI,2211100,UNIÃO,"2,259",t  ,"236,44",2013-10-31 10:53:00
2013,10,803073.0,2000.0,PJ,08568537000164,ARGILA,PI,2202133,CAMPO GRANDE DO PIAUÍ,428,t  ,"171,66",2013-10-07 12:51:00
2013,10,803073.0,2000.0,PJ,08568537000164,ARGILA,PI,2202133,CAMPO GRANDE DO PIAUÍ,895,t  ,"359,72",2013-10-28 12:21:00
2013,10,803073.0,1997.0,PJ,08673030000170,CALCÁRIO,PI,2200806,ANTÔNIO ALMEIDA,"26942,27",t  ,"28154,46",2013-10-30 10:32:00
2013,10,803209.0,2009.0,PJ,08865125000196,ARGILA,PI,2205805,LUZILÂNDIA,380,t  ,"52,95",2013-10-29 10:55:00
2013,10,803482.0,2011.0,PJ,09039459000173,GRANITO,PI,2210607,SÃO RAIMUNDO NONATO,8992,m3 ,"4385,74",2013-10-30 16:30:00
2013,10,803216.0,2012.0,PJ,09588906000143,DIABÁSIO,PI,2200608,ANGICAL DO PIAUÍ,3000,m3 ,"4305,47",2013-10-18 16:10:00
2013,10,803448.0,2010.0,PJ,09588906000143,CASCALHO,PI,2211001,TERESINA,"4162,41",m3 ,"3695,33",2013-10-18 16:35:00
2013,10,803352.0,2011.0,PJ,11896937000103,ARGILA,PI,2210003,SÃO JOÃO DO PIAUÍ,"222,3",t  ,"128,11",2013-10-30 10:49:00
2013,10,803467.0,2012.0,PJ,12103445000186,DIABÁSIO,PI,2211001,TERESINA,1385,m3 ,"1885,99",2013-10-22 12:33:00
2013,10,800110.0,1991.0,PJ,69627727000108,DIABÁSIO P/ BRITA,PI,2211001,TERESINA,"2626,6",m3 ,"2916,03",2013-10-31 11:03:00
2013,10,903234.0,2010.0,PJ,69627727000108,DIABÁSIO P/ BRITA,PI,2211001,TERESINA,0,m3 ,"1415,79",2013-05-23 10:42:00
2013,11,903223.0,2010.0,PJ,04779082000175,ÁGUA MINERAL,PI,2211001,TERESINA,0,l  ,"2145,04",2012-11-27 15:20:00
2013,11,903223.0,2010.0,PJ,04779082000175,ÁGUA MINERAL,PI,2211001,TERESINA,0,l  ,"2327,51",2012-11-27 15:20:00
2013,11,903351.0,2013.0,PF,***182512**,AREIA,PI,2211001,TERESINA,0,m3 ,"318,58",2013-10-25 12:45:00
2013,11,903059.0,2011.0,PJ,01967150000131,ARGILA,PI,2211308,VALENÇA DO PIAUÍ,0,t  ,"799,39",2011-03-09 16:26:00
2013,11,803007.0,2007.0,PJ,06305607000166,ARGILA,PI,2202208,CAMPO MAIOR,"2172,75",t  ,"312,71",2013-11-04 10:05:00
2013,11,803505.0,2011.0,PJ,07258122000121,ARGILA,PI,2202208,CAMPO MAIOR,"1840,18",t  ,"301,42",2013-11-04 10:02:00
2013,11,803508.0,2011.0,PJ,69600120000126,SAIBRO,PI,2211001,TERESINA,383,m3 ,"67,41",2013-11-05 10:09:00
2013,11,803508.0,2011.0,PJ,69600120000126,SAIBRO,PI,2211001,TERESINA,405,m3 ,"71,62",2013-11-05 10:02:00
2013,11,903354.0,2013.0,PJ,00655550000149,ARGILA,PI,2211308,VALENÇA DO PIAUÍ,0,t  ,"304,04",2013-10-31 17:43:00
2013,11,903386.0,2013.0,PF,***869507**,AREIA,PI,2211001,TERESINA,0,m3 ,"306,67",2013-11-07 10:54:00
2013,11,903357.0,2013.0,PF,***078608**,AREIA,PI,2211001,TERESINA,0,m3 ,"249,2",2013-11-04 12:15:00
2013,11,803425.0,2010.0,PJ,15293706000166,ARGILA,PI,2206720,Nazária,8222,t  ,"527,89",2013-11-12 13:59:00
2013,11,903377.0,2013.0,PF,***078510**,AREIA,PI,2211001,TERESINA,0,m3 ,"364,79",2013-11-08 11:37:00
2013,11,803148.0,2004.0,PF,***815859**,AREIA,PI,2211001,TERESINA,410,m3 ,"105,08",2013-11-13 10:45:00
2013,11,803148.0,2004.0,PF,***815859**,AREIA,PI,2211001,TERESINA,500,m3 ,"110,53",2013-11-13 10:47:00
2013,11,903359.0,2013.0,PF,***815859**,AREIA,PI,2211001,TERESINA,0,m3 ,"332,93",2013-11-11 11:55:00
2013,11,903225.0,2010.0,PJ,35034537000157,MÁRMORE,PI,2208205,PIO IX,0,m3 ,"1881,44",2012-05-08 15:38:00
2013,11,803594.0,2012.0,PJ,00563947000100,SAIBRO,PI,2211001,TERESINA,"263,5",m3 ,"203,33",2013-11-01 15:36:00
2013,11,903123.0,2013.0,PJ,03805123000198,AREIA,PI,2211001,TERESINA,0,m3 ,"327,32",2013-04-16 16:35:00
2013,11,903164.0,2013.0,PJ,04210541000103,CALCÁRIO,PI,2203206,CURIMATÁ,0,t  ,"69,29",2013-07-15 14:41:00
2013,11,803079.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,721,t  ,"552,93",2013-11-19 11:13:00
2013,11,803080.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,815,t  ,"655,58",2013-11-19 11:14:00
2013,11,803081.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,1012,t  ,"785,63",2013-11-19 11:16:00
2013,11,803082.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,735,t  ,"563,73",2013-11-19 11:18:00
2013,11,803083.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,808,t  ,"657,48",2013-11-19 11:19:00
2013,11,803084.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,742,t  ,"596,82",2013-11-19 11:23:00
2013,11,803085.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,806,t  ,"648,32",2013-11-19 11:26:00
2013,11,803086.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,901,t  ,"699,47",2013-11-19 11:30:00
2013,11,803087.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,895,t  ,"695,43",2013-11-19 11:32:00
2013,11,803088.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,912,t  ,"699,46",2013-11-19 11:34:00
2013,11,903382.0,2012.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,0,t  ,"1370,64",2013-07-16 10:44:00
2013,11,903385.0,2012.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,0,t  ,"360,62",2013-07-16 10:41:00
2013,11,903383.0,2012.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,0,t  ,"331,42",2013-07-16 10:42:00
2013,11,903384.0,2012.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,0,t  ,"356,25",2013-07-16 10:43:00
2013,11,800013.0,1992.0,PJ,05802590000190,GRANITO P/ BRITA,PI,2202000,BURITI DOS LOPES,"4795,07",m3 ,"4662,45",2013-11-11 11:57:00
2013,11,903479.0,2009.0,PJ,06524540000150,SEIXOS,PI,2211001,TERESINA,0,m3 ,"1266,48",2012-10-15 15:45:00
2013,11,903226.0,2010.0,PJ,07471170000101,ARGILA,PI,2204501,GUADALUPE,0,t  ,"567,1",2012-05-29 14:43:00
2013,11,903470.0,2009.0,PJ,07471170000101,ARGILA,PI,2204501,GUADALUPE,0,t  ,"336,78",2012-05-29 14:41:00
2013,11,903494.0,2009.0,PJ,05346473000169,ARDÓSIA,PI,2202604,CASTELO DO PIAUÍ,0,m2 ,"326,37",2013-02-27 09:07:00
2013,11,903260.0,2010.0,PJ,69627727000108,DIABÁSIO,PI,2206407,MONSENHOR GIL,0,m3 ,"6537,95",2013-05-23 10:41:00
2013,11,903059.0,2011.0,PJ,01967150000131,ARGILA,PI,2211308,VALENÇA DO PIAUÍ,0,t  ,"795,16",2011-03-09 16:26:00
2013,11,903164.0,2013.0,PJ,04210541000103,CALCÁRIO,PI,2203206,CURIMATÁ,0,t  ,"6991,88",2013-07-15 14:41:00
2013,11,903221.0,2010.0,PJ,04237157000196,ÁGUA MINERAL,PI,2211001,TERESINA,0,l  ,"1413,64",2013-09-24 16:32:00
2013,11,903232.0,2010.0,PJ,06853527000145,ARGILA,PI,2211001,TERESINA,0,t  ,"328,18",2013-04-26 09:10:00
2013,11,803074.0,2002.0,PJ,08673030000170,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,"7609,44",t  ,"7955,31",2013-11-25 11:47:00
2013,11,903323.0,2013.0,PJ,09588906000143,DIABÁSIO P/ BRITA,PI,2200608,ANGICAL DO PIAUÍ,0,m3 ,"308,32",2013-09-27 11:16:00
2013,11,903318.0,2013.0,PJ,09588906000143,AREIA,PI,2211001,TERESINA,0,m3 ,"336,89",2013-09-27 11:21:00
2013,11,903317.0,2013.0,PJ,09588906000143,AREIA,PI,2211001,TERESINA,0,m3 ,"339,23",2013-09-27 11:20:00
2013,11,903319.0,2013.0,PJ,09588906000143,AREIA,PI,2211001,TERESINA,0,m3 ,"321,39",2013-09-27 11:11:00
2013,11,903316.0,2013.0,PJ,09588906000143,AREIA,PI,2211001,TERESINA,0,m3 ,"373,1",2013-09-27 11:19:00
2013,11,903324.0,2013.0,PJ,09588906000143,AREIA,PI,2211001,TERESINA,0,m3 ,"317,53",2013-09-27 11:24:00
2013,11,903314.0,2013.0,PJ,09588906000143,CASCALHO,PI,2211001,TERESINA,0,m3 ,"318,34",2013-09-27 11:05:00
2013,11,903315.0,2013.0,PJ,09588906000143,CASCALHO,PI,2211001,TERESINA,0,m3 ,"361,09",2013-09-27 11:06:00
2013,11,903313.0,2013.0,PJ,09588906000143,SAIBRO,PI,2211001,TERESINA,0,m3 ,"308,38",2013-09-27 11:00:00
2013,11,903320.0,2013.0,PJ,09588906000143,SEIXOS,PI,2211001,TERESINA,0,m3 ,"915,96",2013-09-27 11:12:00
2013,11,903349.0,2013.0,PF,***349703**,AREIA,PI,2211001,TERESINA,0,m3 ,"350,51",2013-10-29 10:42:00
2013,11,903123.0,2013.0,PJ,03805123000198,AREIA,PI,2211001,TERESINA,0,m3 ,"316,39",2013-04-16 16:35:00
2013,11,803247.0,2006.0,PJ,03805123000198,AREIA,PI,2211001,TERESINA,308,m3 ,"147,43",2013-11-22 14:11:00
2013,11,803521.0,2012.0,PJ,03805123000198,AREIA,PI,2211001,TERESINA,746,m3 ,"218,07",2013-11-22 14:18:00
2013,11,803247.0,2006.0,PJ,03805123000198,AREIA,PI,2211001,TERESINA,572,m3 ,"270,36",2013-11-22 14:00:00
2013,11,803247.0,2006.0,PJ,03805123000198,AREIA,PI,2211001,TERESINA,156,m3 ,"74,1",2013-11-22 12:49:00
2013,11,803247.0,2006.0,PJ,03805123000198,AREIA,PI,2211001,TERESINA,576,m3 ,"275,29",2013-11-22 12:42:00
2013,11,803247.0,2006.0,PJ,03805123000198,AREIA,PI,2211001,TERESINA,1200,m3 ,"576,45",2013-11-22 12:40:00
2013,11,803247.0,2006.0,PJ,03805123000198,AREIA,PI,2211001,TERESINA,324,m3 ,"135,93",2013-11-22 14:20:00
2013,11,803521.0,2012.0,PJ,03805123000198,AREIA,PI,2211001,TERESINA,300,m3 ,"79,49",2013-11-22 14:21:00
2013,11,803247.0,2006.0,PJ,03805123000198,AREIA,PI,2211001,TERESINA,1360,m3 ,"328,26",2013-11-22 15:46:00
2013,11,803521.0,2012.0,PJ,03805123000198,AREIA,PI,2211001,TERESINA,790,m3 ,"190,68",2013-11-22 15:47:00
2013,11,803073.0,1997.0,PJ,08673030000170,CALCÁRIO,PI,2200806,ANTÔNIO ALMEIDA,"2734,22",t  ,"2859,8",2013-11-20 21:33:00
2013,11,803530.0,2007.0,PJ,08673030000170,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,"2166,81",t  ,"2242,7",2013-11-20 21:35:00
2013,11,903139.0,2013.0,PJ,41267949000130,AREIA,PI,2211001,TERESINA,0,m3 ,"568,32",2013-04-30 08:57:00
2013,11,903142.0,2013.0,PJ,41267949000130,AREIA,PI,2211001,TERESINA,0,m3 ,"387,86",2013-04-30 08:59:00
2013,11,903140.0,2013.0,PJ,41267949000130,SAIBRO,PI,2211001,TERESINA,0,m3 ,"1319,15",2013-04-30 08:58:00
2013,11,903906.0,2011.0,PJ,02786494000107,DIABÁSIO P/ BRITA,PI,2205581,LAGOA DO PIAUÍ,0,m3 ,"4581,4",2012-01-30 16:24:00
2013,11,803209.0,2009.0,PJ,08865125000196,ARGILA,PI,2205805,LUZILÂNDIA,380,t  ,"68,29",2013-11-25 12:54:00
2013,11,903490.0,2009.0,PJ,69627727000108,DIABÁSIO,PI,2206407,MONSENHOR GIL,0,m3 ,"1604,5",2012-10-02 08:55:00
2013,11,903484.0,2009.0,PJ,69627727000108,DIABÁSIO P/ BRITA,PI,2211001,TERESINA,0,m3 ,"402,26",2012-10-02 08:52:00
2013,11,803151.0,2011.0,PJ,01738626000162,DIABÁSIO,PI,2208007,PICOS,75,m3 ,"165,85",2013-11-26 17:07:00
2013,11,803482.0,2011.0,PJ,09039459000173,GRANITO,PI,2210607,SÃO RAIMUNDO NONATO,560,m3 ,"375,39",2013-11-21 18:27:00
2013,11,803046.0,2011.0,PF,***036290**,ARGILA,PI,2203305,DEMERVAL LOBÃO,170,t  ,"188,07",2013-11-29 10:28:00
2013,11,903351.0,2013.0,PF,***182512**,AREIA,PI,2211001,TERESINA,0,m3 ,"321,77",2013-11-05 10:06:00
2013,11,803138.0,2004.0,PF,***182512**,AREIA,PI,2211001,TERESINA,1516,m3 ,"698,26",2013-11-25 16:51:00
2013,11,903349.0,2013.0,PF,***349703**,AREIA,PI,2211001,TERESINA,0,m3 ,"348,23",2013-10-29 10:42:00
2013,11,803558.0,2011.0,PJ,01088427000156,AREIA,PI,2211001,TERESINA,"1,062",m3 ,"179,03",2013-11-29 11:06:00
2013,11,803487.0,2011.0,PJ,01088427000156,SAIBRO,PI,2211001,TERESINA,773,m3 ,"620,09",2013-11-29 11:02:00
2013,11,803083.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"132,933",m3 ,"314,84",2013-11-05 09:55:00
2013,11,803085.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"132,933",m3 ,"314,84",2013-11-05 09:58:00
2013,11,803087.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"132,933",m3 ,"314,84",2013-11-05 10:03:00
2013,11,803353.0,2009.0,PJ,02786494000107,DIABÁSIO,PI,2205581,LAGOA DO PIAUÍ,7701,m3 ,"11073,23",2013-11-18 13:15:00
2013,11,803042.0,2001.0,PJ,02786494000107,DIABÁSIO P/ BRITA,PI,2205581,LAGOA DO PIAUÍ,"6528,5",m3 ,"8109,17",2013-11-18 13:13:00
2013,11,803490.0,2010.0,PJ,03382893000175,ARGILA,PI,2206209,MIGUEL ALVES,"2657,25",t  ,"395,12",2013-11-13 09:09:00
2013,11,903345.0,2013.0,PJ,04211221000160,ARDÓSIA,PI,2205516,JUAZEIRO DO PIAUÍ,0,m2 ,"320,28",2013-11-04 11:30:00
2013,11,803180.0,2002.0,PJ,05454846000115,DIABÁSIO,PI,2203909,FLORIANO,"42594,85",m3 ,"13532,05",2013-11-29 13:14:00
2013,11,803126.0,2005.0,PJ,06718001000152,ARGILA,PI,2211001,TERESINA,"1,669",t  ,"574,21",2013-11-28 16:28:00
2013,11,803126.0,2005.0,PJ,06718001000152,ARGILA,PI,2211001,TERESINA,"1,828",t  ,"623,3",2013-11-28 16:31:00
2013,11,803126.0,2005.0,PJ,06718001000152,ARGILA,PI,2211001,TERESINA,"1,857",t  ,"648,77",2013-11-28 16:33:00
2013,11,803282.0,2010.0,PJ,06853527000145,ARGILA,PI,2211100,UNIÃO,"2,627",t  ,"272,82",2013-11-29 14:19:00
2013,11,803222.0,2013.0,PJ,09234796000111,DIABÁSIO,PI,2206407,MONSENHOR GIL,484,m3 ,"5548,02",2013-11-14 11:34:00
2013,11,803448.0,2010.0,PJ,09588906000143,CASCALHO,PI,2211001,TERESINA,"2465,87",m3 ,"2181,6",2013-11-20 16:12:00
2013,11,903264.0,2010.0,PJ,11615978000184,ARGILA P/CER. VERMELH,PI,2211001,TERESINA,0,t  ,"441,63",2013-03-05 09:17:00
2013,11,803486.0,2011.0,PJ,41267949000130,AREIA,PI,2211001,TERESINA,2088,m3 ,"1326,62",2013-11-22 11:21:00
2013,11,803210.0,2010.0,PJ,41267949000130,CASCALHO,PI,2211001,TERESINA,68,m3 ,"91,65",2013-11-22 11:24:00
2013,11,803341.0,2006.0,PJ,41267949000130,SAIBRO,PI,2211001,TERESINA,700,m3 ,"943,41",2013-11-22 11:27:00
2013,11,903234.0,2010.0,PJ,69627727000108,DIABÁSIO P/ BRITA,PI,2211001,TERESINA,0,m3 ,"1426,85",2013-05-23 10:42:00
2013,12,903386.0,2013.0,PF,***869507**,AREIA,PI,2211001,TERESINA,0,m3 ,"311,76",2013-11-08 10:24:00
2013,12,803352.0,2011.0,PJ,11896937000103,ARGILA,PI,2210003,SÃO JOÃO DO PIAUÍ,"7373,12",t  ,"135,44",2013-12-02 12:45:00
2013,12,903395.0,2013.0,PF,***065761**,SAIBRO,PI,2211001,TERESINA,0,m3 ,"1574,52",2013-11-26 11:16:00
2013,12,903356.0,2013.0,PF,***200696**,AREIA,PI,2211001,TERESINA,0,m3 ,"78,63",2013-11-04 12:10:00
2013,12,903352.0,2013.0,PF,***047011**,AREIA,PI,2211001,TERESINA,0,m3 ,"310,57",2013-11-25 09:43:00
2013,12,803007.0,2007.0,PJ,06305607000166,ARGILA,PI,2202208,CAMPO MAIOR,"1562,13",t  ,"214,05",2013-12-03 12:42:00
2013,12,803505.0,2011.0,PJ,07258122000121,ARGILA,PI,2202208,CAMPO MAIOR,"1489,65",t  ,"221,83",2013-12-03 12:41:00
2013,12,903399.0,2013.0,PF,***244564**,AREIA,PI,2211001,TERESINA,0,m3 ,"1107,78",2013-11-26 11:18:00
2013,12,803077.0,2011.0,PJ,11719138000161,SAIBRO,PI,2202604,CASTELO DO PIAUÍ,70,m3 ,"58,84",2013-12-10 10:46:00
2013,12,803077.0,2011.0,PJ,11719138000161,SAIBRO,PI,2202604,CASTELO DO PIAUÍ,80,m3 ,"78,76",2013-12-10 10:45:00
2013,12,803556.0,2012.0,PJ,11719138000161,AREIA,PI,2203305,DEMERVAL LOBÃO,187,m3 ,"50,84",2013-12-10 10:38:00
2013,12,803556.0,2012.0,PJ,11719138000161,AREIA,PI,2203305,DEMERVAL LOBÃO,224,m3 ,"50,97",2013-12-10 10:37:00
2013,12,803556.0,2012.0,PJ,11719138000161,AREIA,PI,2203305,DEMERVAL LOBÃO,"36,353",m3 ,"54,98",2013-12-10 10:34:00
2013,12,803556.0,2012.0,PJ,11719138000161,AREIA,PI,2203305,DEMERVAL LOBÃO,316,m3 ,"56,45",2013-12-10 10:33:00
2013,12,803556.0,2012.0,PJ,11719138000161,AREIA,PI,2203305,DEMERVAL LOBÃO,302,m3 ,"64,61",2013-12-10 10:31:00
2013,12,803556.0,2012.0,PJ,11719138000161,AREIA,PI,2203305,DEMERVAL LOBÃO,337,m3 ,"74,55",2013-12-10 10:29:00
2013,12,803556.0,2012.0,PJ,11719138000161,AREIA,PI,2203305,DEMERVAL LOBÃO,212,m3 ,"55,69",2013-12-10 10:28:00
2013,12,803556.0,2012.0,PJ,11719138000161,AREIA,PI,2203305,DEMERVAL LOBÃO,261,m3 ,"67,66",2013-12-10 10:26:00
2013,12,803556.0,2012.0,PJ,11719138000161,AREIA,PI,2203305,DEMERVAL LOBÃO,189,m3 ,"51,86",2013-12-10 10:25:00
2013,12,803556.0,2012.0,PJ,11719138000161,AREIA,PI,2203305,DEMERVAL LOBÃO,204,m3 ,"50,68",2013-12-10 10:24:00
2013,12,803556.0,2012.0,PJ,11719138000161,AREIA,PI,2203305,DEMERVAL LOBÃO,364,m3 ,"60,93",2013-12-10 10:20:00
2013,12,803158.0,2010.0,PJ,11719138000161,AREIA,PI,2205516,JUAZEIRO DO PIAUÍ,200,m3 ,"55,1",2013-12-10 10:43:00
2013,12,803158.0,2010.0,PJ,11719138000161,AREIA,PI,2205516,JUAZEIRO DO PIAUÍ,20,m3 ,"56,82",2013-12-10 10:42:00
2013,12,803158.0,2010.0,PJ,11719138000161,AREIA,PI,2205516,JUAZEIRO DO PIAUÍ,300,m3 ,"59,07",2013-12-10 10:40:00
2013,12,803425.0,2010.0,PJ,15293706000166,ARGILA,PI,2206720,Nazária,8248,t  ,"529,56",2013-12-10 11:27:00
2013,12,903494.0,2009.0,PJ,05346473000169,ARDÓSIA,PI,2202604,CASTELO DO PIAUÍ,0,m2 ,"328,58",2013-02-27 09:07:00
2013,12,803271.0,2010.0,PJ,07947254000160,AREIA,PI,2202604,CASTELO DO PIAUÍ,160,m3 ,"81,77",2013-12-12 12:09:00
2013,12,803271.0,2010.0,PJ,07947254000160,AREIA,PI,2202604,CASTELO DO PIAUÍ,140,m3 ,"70,71",2013-12-12 12:05:00
2013,12,803271.0,2010.0,PJ,07947254000160,AREIA,PI,2202604,CASTELO DO PIAUÍ,226,m3 ,"115,74",2013-12-12 12:00:00
2013,12,803271.0,2010.0,PJ,07947254000160,AREIA,PI,2202604,CASTELO DO PIAUÍ,153,m3 ,"136,34",2013-12-12 11:54:00
2013,12,903377.0,2013.0,PF,***078510**,AREIA,PI,2211001,TERESINA,0,m3 ,"368,43",2013-11-14 10:23:00
2013,12,903359.0,2013.0,PF,***815859**,AREIA,PI,2211001,TERESINA,0,m3 ,"336,25",2013-11-14 09:04:00
2013,12,903225.0,2010.0,PJ,35034537000157,MÁRMORE,PI,2208205,PIO IX,0,m3 ,"1893,57",2012-05-08 15:38:00
2013,12,803230.0,2013.0,PJ,15000062000170,AREIA,PI,2207702,PARNAÍBA,1158,m3 ,"67,91",2013-12-16 13:52:00
2013,12,803230.0,2013.0,PJ,15000062000170,AREIA,PI,2207702,PARNAÍBA,1434,m3 ,"78,33",2013-12-16 13:53:00
2013,12,803230.0,2013.0,PJ,15000062000170,AREIA,PI,2207702,PARNAÍBA,1248,m3 ,"65,05",2013-12-16 13:54:00
2013,12,803230.0,2013.0,PJ,15000062000170,AREIA,PI,2207702,PARNAÍBA,1080,m3 ,"51,84",2013-12-16 13:59:00
2013,12,803353.0,2009.0,PJ,02786494000107,DIABÁSIO,PI,2205581,LAGOA DO PIAUÍ,7663,m3 ,"9035,13",2013-12-16 10:14:00
2013,12,803042.0,2001.0,PJ,02786494000107,DIABÁSIO P/ BRITA,PI,2205581,LAGOA DO PIAUÍ,"7976,33",m3 ,"10447,1",2013-12-16 10:13:00
2013,12,903906.0,2011.0,PJ,02786494000107,DIABÁSIO P/ BRITA,PI,2205581,LAGOA DO PIAUÍ,0,m3 ,"4610,16",2012-01-30 16:24:00
2013,12,903382.0,2012.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,0,t  ,"1380,14",2013-07-16 10:44:00
2013,12,903383.0,2012.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,0,t  ,"333,72",2013-07-16 10:42:00
2013,12,903384.0,2012.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,0,t  ,"358,71",2013-07-16 10:43:00
2013,12,903385.0,2012.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,0,t  ,"363,12",2013-07-16 10:41:00
2013,12,803061.0,2002.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,"21016,71",t  ,"23316,01",2013-12-19 09:20:00
2013,12,803558.0,2011.0,PJ,01088427000156,AREIA,PI,2211001,TERESINA,720,m3 ,"140,54",2013-12-02 17:08:00
2013,12,803487.0,2011.0,PJ,01088427000156,SAIBRO,PI,2211001,TERESINA,637,m3 ,"605,71",2013-12-02 16:53:00
2013,12,803508.0,2011.0,PJ,69600120000126,SAIBRO,PI,2211001,TERESINA,423,m3 ,"75,01",2013-12-20 10:14:00
2013,12,903376.0,2013.0,PF,***273853**,AREIA,PI,2211001,TERESINA,0,m3 ,"336,42",2013-12-19 11:34:00
2013,12,903059.0,2011.0,PJ,01967150000131,ARGILA,PI,2211308,VALENÇA DO PIAUÍ,0,t  ,"799,78",2011-03-09 16:26:00
2013,12,803126.0,2005.0,PJ,06718001000152,ARGILA,PI,2211001,TERESINA,"2,697",t  ,"669,3",2013-12-17 11:38:00
2013,12,903470.0,2009.0,PJ,07471170000101,ARGILA,PI,2204501,GUADALUPE,0,t  ,"337,96",2012-05-29 14:41:00
2013,12,903226.0,2010.0,PJ,07471170000101,ARGILA,PI,2204501,GUADALUPE,0,t  ,"569,08",2012-05-29 14:43:00
2013,12,903232.0,2010.0,PJ,06853527000145,ARGILA,PI,2211001,TERESINA,0,t  ,"329,39",2013-04-26 09:10:00
2013,12,803073.0,1997.0,PJ,08673030000170,CALCÁRIO,PI,2200806,ANTÔNIO ALMEIDA,"3180,44",t  ,"3251,15",2013-12-10 22:06:00
